File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\DiffuseMapSpecularMapCube.cpp,DiffuseMapSpecularMapCube::onConstruct(),17,13,10,7,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\DiffuseMapSpecularMapCube.cpp,DiffuseMapSpecularMapCube::onStart(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\DiffuseMapSpecularMapCube.cpp,DiffuseMapSpecularMapCube::onUpdate(float dt),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\DiffuseMapSpecularMapCube.cpp,DiffuseMapSpecularMapCube::onPause(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\DiffuseMapSpecularMapCube.cpp,DiffuseMapSpecularMapCube::onResume(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\DiffuseMapSpecularMapCube.cpp,DiffuseMapSpecularMapCube::onStop(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\DiffuseMapSpecularMapCube.cpp,DiffuseMapSpecularMapCube::onDestruct(),4,4,4,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\DiffuseMapSpecularMapCube.cpp,DiffuseMapSpecularMapCube::onDebugRender(IComponentDebugRenderer &debugRenderer),4,4,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\DiffuseMapSpecularMapCubeRenderer.cpp,DiffuseMapSpecularMapCubeRenderer::DiffuseMapSpecularMapCubeRenderer(Component::Owner &owner_),7,6,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\DiffuseMapSpecularMapCubeRenderer.cpp,DiffuseMapSpecularMapCubeRenderer::~DiffuseMapSpecularMapCubeRenderer(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\DiffuseMapSpecularMapCubeRenderer.cpp,DiffuseMapSpecularMapCubeRenderer::add(DiffuseMapSpecularMapCube &cube),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\DiffuseMapSpecularMapCubeRenderer.cpp,DiffuseMapSpecularMapCubeRenderer::remove(DiffuseMapSpecularMapCube &cube),6,6,4,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\DiffuseMapSpecularMapCubeRenderer.cpp,DiffuseMapSpecularMapCubeRenderer::render(const Video::Manager::RenderParam &param),79,63,54,5,16,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorCameraComponent.cpp,EditorCameraComponent::EditorCameraComponent(Component::Owner &owner_),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorCameraComponent.cpp,EditorCameraComponent::~EditorCameraComponent(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorCameraComponent.cpp,EditorCameraComponent::onDebugRender(IComponentDebugRenderer &debugRenderer),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmo.cpp,EditorGizmo::EditorGizmo(Component::Owner &owner_),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmo.cpp,EditorGizmo::~EditorGizmo(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmo.cpp,"EditorGizmo::setMode(EditorGizmo::Mode mode_, EditorGizmo::CoordSys coordsys_)",3,3,3,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmo.cpp,EditorGizmo::getMode() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmo.cpp,EditorGizmo::getCoordSys() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmo.cpp,EditorGizmo::render(const Video::Manager::RenderParam &param),9,7,6,1,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmo.cpp,"EditorGizmo::getRefTransform(Matrix4 &refTransform, EditorGizmo::CoordSys coordSys)",44,38,27,3,6,1,0,1,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmo.cpp,EditorGizmo::renderGizmos(GXDebugRenderer drawer),29,26,17,2,3,4,0,4,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmo.cpp,"EditorGizmo::renderAxis(const Matrix4 &refTransform, GXDebugRenderer drawer, float alpha)",22,20,6,0,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmo.cpp,EditorGizmo::renderDefaultGizmos(GXDebugRenderer drawer),10,7,7,0,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmo.cpp,EditorGizmo::renderTranslateGizmos(GXDebugRenderer drawer),16,13,13,0,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmo.cpp,EditorGizmo::renderRotateGizmos(GXDebugRenderer drawer),20,16,16,0,4,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmo.cpp,EditorGizmo::renderScaleGizmos(GXDebugRenderer drawer),16,13,13,0,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmo.cpp,EditorGizmo::renderSelectedEntity(GXDebugRenderer drawer),14,11,10,1,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmo.cpp,EditorGizmo::renderGrid(GXDebugRenderer drawer),10,8,8,0,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmoRenderer.cpp,EditorGizmoRenderer::EditorGizmoRenderer(Component::Owner &owner_),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmoRenderer.cpp,EditorGizmoRenderer::~EditorGizmoRenderer(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmoRenderer.cpp,EditorGizmoRenderer::add(EditorGizmo &editorGizmo_),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmoRenderer.cpp,EditorGizmoRenderer::remove(EditorGizmo &editorGizmo_),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EditorGizmoRenderer.cpp,EditorGizmoRenderer::render(const Video::Manager::RenderParam &param),6,5,3,2,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EMath.cpp,Math::FastInvSqrt(float fValue),7,7,7,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::Entity(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::~Entity(),10,7,6,1,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::getClassPath() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::read(InputStream &is),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::write(OutputStream &os) const,2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,"Entity::findByName(const char *classPath_, const char *name_)",2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::findByName(const char *name_),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,"Entity::findByTag(const char *classPath_, const char *tag_)",2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::findByTag(const char *tag_),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::findByUniqueID(unsigned int uniqueID_),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,"Entity::create(const char *classPath_, const char *name_)",11,9,7,2,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::release(Entity *entity_),11,8,6,1,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,"Entity::createCore(const char *classPath_, const char *name_)",6,6,4,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::releaseCore(Entity *entity_),5,5,3,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::getSelected(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::ICreator::ICreator(const char *classPath_),7,5,5,0,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::ICreator::getClassPath() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::ICreator::getNumEntities() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::ICreator::getEntity(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::ICreator::getEntity(int i),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::ICreator::deleteActiveEntities(),12,9,5,2,1,0,2,2,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::ICreator::deleteInActiveEntities(),12,9,5,2,1,0,2,2,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::ICreator::preUpdate(float dt),9,8,4,2,0,0,1,1,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::ICreator::update(float dt),9,8,4,2,0,0,1,1,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::ICreator::postUpdate(float dt),9,8,4,2,0,0,1,1,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::ICreator::recycle(float dt),3,3,3,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::ICreator::pause(),12,11,5,4,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::ICreator::resume(),12,11,5,4,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::ICreator::clear(),6,5,5,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::Factory::Factory(),4,3,3,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::Factory::~Factory(),4,3,3,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::Factory::instance(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::Factory::process(float dt),20,17,9,4,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::Factory::pause(),5,5,3,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::Factory::resume(),5,5,3,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::Factory::clear(),7,6,4,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::Factory::getNextUniqueID(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,"Entity::Factory::findByName(const char *classPath_, const char *name_)",6,6,4,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::Factory::findByName(const char *name_),11,9,6,4,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,"Entity::Factory::findByTag(const char *classPath_, const char *tag_)",6,6,4,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::Factory::findByTag(const char *tag_),11,9,6,4,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::Factory::findByUniqueID(unsigned int uniqueID_),11,9,6,4,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::Factory::getNumCreators() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::Factory::getCreator(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::Factory::getCreator(int i),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Entity.cpp,Entity::Factory::find(const char *classPath_),10,9,5,4,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EntityFieldReader.cpp,EntityFieldReader::EntityFieldReader(Entity &entity_),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EntityFieldReader.cpp,EntityFieldReader::~EntityFieldReader(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EntityFieldReader.cpp,EntityFieldReader::getEntity(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EntityFieldReader.cpp,EntityFieldReader::read(InputStream &is),20,15,11,6,5,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EntityFieldWriter.cpp,EntityFieldWriter::EntityFieldWriter(const Entity &entity_),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EntityFieldWriter.cpp,EntityFieldWriter::~EntityFieldWriter(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EntityFieldWriter.cpp,EntityFieldWriter::getEntity(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EntityFieldWriter.cpp,EntityFieldWriter::write(OutputStream &os) const,19,14,10,6,5,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EntityPropertyReader.cpp,EntityPropertyReader::EntityPropertyReader(Entity &entity_),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EntityPropertyReader.cpp,EntityPropertyReader::~EntityPropertyReader(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EntityPropertyReader.cpp,EntityPropertyReader::getEntity(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EntityPropertyReader.cpp,EntityPropertyReader::read(InputStream &is),20,15,11,6,5,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EntityPropertyWriter.cpp,EntityPropertyWriter::EntityPropertyWriter(const Entity &entity_),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EntityPropertyWriter.cpp,EntityPropertyWriter::~EntityPropertyWriter(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EntityPropertyWriter.cpp,EntityPropertyWriter::getEntity(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EntityPropertyWriter.cpp,EntityPropertyWriter::write(OutputStream &os) const,19,14,10,6,5,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,"slic(const char *sub_string, int length, int &index, char string_char)",3,3,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::Buffer::allocate(int length),12,12,12,2,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::Buffer::release(char *b),6,6,5,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::dirty(),5,5,4,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::dirty(bool set),12,12,7,2,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::Buffer::Buffer(char *b),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::reset(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::reset(int len),6,6,6,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::cat(const String &str),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::cat(char c),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator[](int at) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator[](int at),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::length() const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::length(const char *s),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::capacity() const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::text(int off) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::valid(int index) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::back() const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::back(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::isSpace(int index) const,4,4,3,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::isNumberSpace(int index) const,6,6,3,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::isInteger() const,14,11,6,8,3,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::from(double f),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::from(float f),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::from(long n),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::from(unsigned d),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::from(unsigned long d),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::from(int d),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::from(short d),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::from(unsigned short d),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::from(char c),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::from(unsigned char d),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::from(bool b),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator==(const String& other) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator==(const char *str) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator==(char ch) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator!=(const String& other) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator!=(const char *str) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator!=(char ch) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator>(const String& other) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator>(const char *str) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator>(char ch) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator>=(const String& other) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator>=(const char *str) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator>=(char ch) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator<(const String& other) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator<(const char *str) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator<(char ch) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator<=(const String& other) const,1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EString.cpp,String::operator<=(const char *str) const,1,1,1,0,0,0,0,0,
