Word,Count
Z_RLE,4
@data:,4
animatable,4
trivially,4
\14,\,4
instantiation,4
leafNodes,4
estimated,4
codebooks,4
here..,4
WMA,4
deflateCopy,4
`bbox_mode',4
(t,4
lie,4
360),4
Cameras,4
\signal,\,4
\worldPoint_,\,4
Back,4
FbxSdkNew<KFbxAnimCurveKey>();,4
clicks,4
/synchronizes,4
aabbMin,4
SubDeformer,4
Simon,4
(meaningful,4
-DMAX_WBITS=14,4
dark,4
Deletes,4
\btSwap(proxyId1,\,4
Silicon,4
\impulse_,\,4
[RETURN_VALUE],4
(add,4
pTimeInterval,4
2*yhalfpel,4
pNodeId,4
\15"\\,4
n+d+1,4
KFCURVE_TANGEANT_SHOW_BOTH,4
dispatchInfo,4
sin(theta),4
(deflate,4
\fbxDouble3(0.0,0.0,0.0)\,4
unknown),4
pSwapUV,4
EndColor,4
dodges,4
colouring,4
seperate,4
\"\My\,4
block),4
`width',4
DEBUG_LIBSPE2_MAINLOOP,4
Handling,4
upward,4
externally,4
\spline,\,4
\result_,\,4
origin_x,4
kinds,4
islandId,4
\reserved,\,4
f1(1:2),4
\btCollisionObject,\,4
GIM_VECTOR_H_INCLUDED,4
normalizes,4
int64_t,4
length);,4
MipMap,4
(memory,4
\Apply(KFbxAnimCurve**,\,4
pSamplingFrameRate,4
ac,4
user-provided,4
Based,4
execute(),4
pAsEndPoint,4
unspecified,4
if(limit),4
pNameSpaceSymbol,4
DST-I,4
\Normally,\,4
Assets,4
z0z1z2z3,4
excess,4
(KFCURVE_TANGEANT_USER),4
Attribute(),4
GL_GREATER,4
enclosed,4
pending_buf,4
.ZIP,4
fewer,4
eUV,4
\5R(lsb),\,4
swaps,4
convexShape,4
AVStream->time_base,4
elementwise,4
establish,4
-6,4
r00,4
\wants,\,4
Requested,4
Cyclic,4
gourand,4
\"\Integrate1.h"\\,4
eVERTEX_CREASE,4
forget,4
\switch,\,4
pXActive,4
(same,4
Viewing,4
dictate,4
`b',4
43,4
\compatibility,\,4
\buffer),\,4
basic_types,4
m0/|m0|,4
++iteration,4
Z_TREES,4
cycling,4
\libraries,\,4
).FirstChild(,4
KFCURVE_TANGEANT_SHOW_LEFT,4
al,4
\gzip,\,4
pU,4
Average,4
Buffering,4
\mandatory,\,4
pPlug,4
rationals,4
pFile,4
\-atan2(r10,r11)\,4
\finished,\,4
glyph_index,4
XOR,4
\(i-d)/(n+1-d),\,4
(subtract,4
KeyAttrSeparate(),4
SkeletalAnimBase,4
@node:,4
\GL_FLOAT,\,4
formulas,4
inefficient,4
normalization,4
component-wise,4
octets,4
\side,\,4
protocol;,4
GL_GEQUAL,4
paralele,4
south,4
FMOD_HARDWARE).<br>,4
coudurier,4
propagate,4
\e.g.,\,4
formula,4
<dlfcn.h>,3
pos);,3
pPatch,3
Z_DEFAULT_STRATEGY,3
\tremolo,\,3
KFbxMarker,3
vtx,3
Raytracer,3
payloads,3
%llx,3
sub-pixel,3
-60,3
Fractions,3
\remove,\,3
][a1],3
proto,3
//Should,3
pix_fmt_mask,3
\outlines,\,3
sizeof(FMOD_ADVANCEDSETTINGS),3
FMOD_LINUX_EXTRADRIVERDATA,3
pDataPtr,3
\sequentially,\,3
id3v2/asf/etc,3
\GDEF,\,3
KFbxCloneManager,3
\69,\,3
customization,3
(pointer),3
pFBXType,3
seek/read,3
glEnableVertexAttribArray(2);,3
instances),3
BT_USE_NEON,3
(Tools.h),3
11s,3
Amount,3
Channel::getSpectrum,3
Wrangler,3
pUType,3
m1[2][2],3
(most,3
\currently,\,3
vFrom,3
FMOD::DSP,3
frac,3
\prediction,\,3
KFbxTrimNurbsSurface,3
mentioned,3
&face,3
Enumeration,3
*Bind,3
Kriss,3
assignments,3
IMA,3
COS(1.0,3
glDisableVertexAttribArray(2);,3
crucial,3
53,3
_VECTORMATH_PERM_CXXX,3
distortable,3
Size.Set(fbxDouble1),3
Speed,3
subdivide,3
pIndex'th,3
(VDPAU),3
points/mode,3
mid/side,3
USE_BATCHED_SUPPORT,3
mirrored,3
GlobalSettings,3
profiler,3
BP_FP_INT_TYPE,3
DirectSound,3
Channel::setTime,3
FMOD_SYSTEM_CALLBACKTYPE_DEVICELISTCHANGED,3
av_realloc(),3
lKeyIndex,3
float3,3
Inst,3
FMOD_DSP_LOWPASS,3
font),3
\U,\,3
beveled,3
@FTC_ImageCache_Lookup,3
failing,3
\Q(x,y,z)\,3
m1[0][2],3
overread,3
\copied,\,3
high-frequency,3
ToElement,3
\/System/Library/Components/CoreAudio.component/Contents/Resources/gs_instruments.dls,\,3
FMOD_DSP_TREMOLO_SHAPE,3
CODEC_ID_NONE,3
iCaseSenisivity,3
KFCurve::KeyGetCount(),3
\MP2,\,3
suddenly,3
data_blocks,3
USE_BOX_INERTIA_APPROXIMATION,3
Universal,3
Procedural,3
Maya),3
panel,3
//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////,3
rel_pos1,3
\(feat,\,3
Doxygen,3
fPosX,3
(instead,3
\internet,\,3
Sound::setMode,3
pSavable,3
FMOD_DSP_TYPE_DISTORTION,3
Finally,3
(echo,3
multiplicative,3
freed),3
22050.0),3
pUseExactGivenSpan,3
pSign,3
FMOD_CODEC_WAVEFORMAT,3
KeyAdd,3
removeRigidBody,3
\EditorGizmo::Mode,\,3
FMOD_LOOP_NORMAL,3
\hitpoint,\,3
placeholder,3
functions),3
\pName,\,3
0.83,3
pruning,3
panLevel,3
modal,3
pActive,3
pAddAfterStop,3
\iterations,\,3
mSrcPolicy,3
TiXmlOutStream,3
shapes),3
reigstered,3
(9,3
1},3
typographic,3
concepts,3
IL_NO_PNG,3
LockMode,3
\IOSettings,\,3
((unsigned,3
\h,\,3
k[2];,3
Protracker,3
ScreamTracker,3
asynchronously,3
-----------------,3
\"\sound\,3
http://oss.sgi.com/projects/FreeB/,3
\pNode->SetScalingPivot(KFbxNode::eDESTINATION_SET,\,3
1/8,3
Reflect,3
Mirtich's,3
Expressed,3
\ASCII,\,3
array:,3
inspect,3
AVS,3
(SUPPORTED:SFX/WII/PSP),3
\collisions,\,3
shapeA,3
qpel,3
bsounds),3
depth;,3
pHoleArray,3
~=,3
\KFCURVE_INTERPOLATION_LINEAR,\,3
encapsulation,3
(muted,3
Channel::getMode,3
find;,3
blue,3
\diff,\,3
stupid,3
\allocations,\,3
Identifier,3
ref_st,3
lagrange,3
pFind,3
@value:,3
filename_;,3
FMOD_64BIT_SUB,3
descibes,3
recursion,3
\result,\,3
pCurveMerge,3
RevDel,3
\inertia,\,3
pLogFileName,3
FT_LOAD_TARGET_LIGHT,3
maxDistance,3
%frame,3
face),3
pVStep,3
fCos,3
FMOD_TIMEUNIT_SENTENCE_SUBSOUND,3
consumption,3
processed),3
METHOD,3
#7,3
m_overlappingPairArray.pop_back();,3
delimiters,3
KFbxReader,3
inform,3
~~~,3
LclRotaion,3
UNUSED),3
minDistance,3
52,3
/make,3
efficiency,3
\"\event_memorybits"\\,3
Marcus,3
(T1)pSrc[0];,3
'compressed,3
Java,3
'spacious',3
Rewinds,3
\Vector4,\,3
'SFX,3
pCluster,3
(zlib_version),3
Em),3
\subdivision,\,3
-1..23;,3
pWorldToCamera,3
Blockalign,3
FMOD_SPEAKER_SBL/FMOD_SPEAKER_SBR,3
PC),3
Y-Up,3
\off_t,\,3
`Draw',3
DEBUG_TRIANGLE_MESH,3
RoomHF,3
seeked,3
leak,3
-------,3
right.<br>,3
'out',3
importable,3
(original,3
Melanson,3
Half,3
\Unix,\,3
d12,3
point-to-point,3
inspired,3
179.0],3
Optical,3
Moving,3
(unprocessed),3
Ponomarev,3
world),3
\tests,\,3
CW,3
FMOD_DEBUGLEVEL,3
additions,3
nature,3
fullyContained,3
FMOD_CREATESOUNEXINFO,3
\{pitch_gain,\,3
(FIXME,3
allowable,3
sample',3
\FMOD_SOUNDGROUP_BEHAVIOR_MUTE,\,3
pAE,3
over-amplification,3
GXTextureMinFilterMode,3
pcm,3
/if(quality==2),3
time-constant,3
boneIdx_,3
FMOD_ERR_INVALID_ADDRESS,3
eDEFAULT_MODE,3
wall,3
addTriangle,3
255),3
sinewave,3
insert/remove,3
postUpdate(),3
/Swept,3
\System::getAdvancedSettings,\,3
-Y,3
AVStream.time_base,3
\.IT,\,3
PNG,3
(percentage,3
\cross(r1,\,3
\GetLocked),\,3
\follows,\,3
lfeon,3
\Bytes,\,3
modes),3
ef,3
u^T*M*v,3
FMOD_DSP_TREMOLO_PHASE,3
eTextureFormat,3
binaries,3
parsers,3
\zFail,\,3
sprintf,3
XAxis,3
pKProperty,3
erase,3
r_,3
ramp,3
Sound::getMode,3
eNTSC_FULL_FRAME,3
Synthesis,3
while(,3
seconds),3
pCharacterLink,3
poorly,3
Scans,3
fSin,3
x_i,3
btConvexInternalShape,3
N*N),3
human-readable,3
\"\predicate"\\,3
-e_faceA:,3
\motor,\,3
Subject,3
System::setDriver,3
CONFIGURATION,3
\][1].v/4096.0f,\,3
\operations,\,3
Victory,3
\m2[2][1],\,3
FMOD_SYSTEM_CALLBACKTYPE_MEMORYALLOCATIONFAILED,3
playback),3
Maybe,3
btMultiSapBroadphase,3
x86-64,3
(v),3
downmix,3
added:,3
\wrapper,\,3
technical,3
causing,3
1x1,3
fgets,3
\m_afEntry[I(iRow,iCol)]*rkV[iCol];\,3
\vec.get128(),\,3
worst,3
DEBUG_MEMORY,3
pCurveIn,3
tooltip,3
<inttypes.h>,3
(processed),3
\typedef,\,3
Simple),3
'<',3
namespaced,3
f3,3
repeats,3
FMOD_ERR_OUTPUT_INIT,3
Parsing,3
deletion,3
complicated,3
opcode,3
sampler,3
floatly,3
renders,3
cc,3
Raise,3
multithreaded,3
(SUPPORTED:SFX(4,3
///<,3
issue,3
\torque,\,3
\%0"\\,3
pre-allocated,3
-e_circles:,3
ARCH_X86,3
Cloning,3
Sound::getLength/Channel::setPosition,3
GetUserData(),3
'>',3
METHOD_NAME,3
pAddFromStart,3
validGlobalInverse,3
incurred,3
\approximation,\,3
Produces,3
FMOD_INIT_STREAM_FROM_UPDATE,3
HeightField,3
\mA+r1y^2*iA+mB+r2y^2*iB,\,3
1998,3
Channel::get3DAttributes,3
(FMOD_SPEAKER)7,3
\Tracker,\,3
'echo',3
8x4,3
\(drawing),\,3
wouldn't,3
GetCount(),3
RotationActive,3
\11,500\,3
\room,\,3
PostUpdate,3
180.0,3
GL_IMG_texture_format_BGRA8888,3
\37,\,3
GL_BYTE,3
pLeftKeyIndex,3
three-dimensional,3
key_bits,3
though),3
sweeps,3
\(0,0,1)\,3
FMOD_DSP_TYPE_HIGHPASS_SIMPLE,3
/Macro,3
appropriately,3
Channel::SetSpeakerLevels,3
(v2,3
Notes,3
multi-band,3
\future),\,3
Are,3
0x11,3
INF/BT_LARGE_FLOAT,3
Detail,3
KFbxMesh::GetPolygonCount(),3
Cost,3
ForceAutoTangents,3
FT_CONFIG_OPTIONS_H,3
timed,3
FMOD_FILE_ASYNCCANCELCALLBACK,3
verify,3
'PT',3
\33,\,3
this->dot(,3
codepage,3
Pole,3
((index,3
\frames,\,3
rel_pos2,3
Misc*,3
\pausing,\,3
Iterator,3
\times,\,3
QR,3
\2,136\,3
(leafnode),3
N2,3
labels,3
\%f"\,\,3
Debug_SetLevel,3
triangleindex,3
AVStreams,3
m0,3
\"\GZFileIO.h"\\,3
3G,3
(truncated,3
Opened,3
KFbxEffector,3
pLibHandle,3
vTo,3
concealment,3
Sun,3
\dot(ay,\,3
completes,3
combining,3
carried,3
#15,3
FMOD_GC_INFO,3
FMOD::System::getVersion,3
Extraction,3
series,3
Vectors,3
Densty,3
RD,3
behavior),3
\explicitly,\,3
\FMOD_FILE_OPENCALLBACK,\,3
b2Shape::TestPoint,3
GL_OES_texture_half_float,3
long),3
\sin(theta),\,3
CPVRTextureHeader/CPVRTextureData,3
pFBXSubType,3
fmod.h,3
GetTimeInterval(KTimeSpan&),3
this^T,3
(0.01168,3
\physical,\,3
\'buffer',\,3
warbling,3
pStack,3
\FMOD_CREATECOMPRESSEDSAMPLE,\,3
Allocator,3
allocated.<br>,3
(thereby,3
:=,3
\boundary,\,3
info_.penetrationDepth,3
Program,3
stat,3
10s,3
row(3);,3
mbaff,3
preference),3
\however,\,3
STEREO,3
info_.contactPoint,3
skipping/stuttering,3
'pcmreadcallback',3
QueryInterface,3
#8,3
20),3
\44100,\,3
4096,3
\versions,\,3
ratios,3
#9,3
/There,3
\R,\,3
ApplyUnroll,3
\management\n"\);\,3
\head,\,3
repositioned,3
\black,\,3
Win32/Wii/PS3/Xbox/Xbox,3
GIM_CONTAINERS_H_INCLUDED,3
scaledmass,3
MP2/MP3,3
LEqual,3
seq,3
FMOD_AUDIOQUEUE_CODECPOLICY_DEFAULT,3
4000.0,3
pString2,3
simulating,3
KFbxAnimCurveFilterUnroll,3
q_swing,3
@FTC_Manager_New,3
400,3
pChnl,3
GL_AMD_performance_monitor,3
pFbxFileSubTypeName,3
framework,3
replacements,3
bexp,3
MDPR,3
FT_DEBUG_LEVEL_ERROR,3
addReferenceed,3
EMappingType::ePLANAR,3
1.49,3
c2,3
\"\Cutoff\,3
\mort,\,3
\colorFormat,\,3
4-tuple,3
bodies:,3
FMOD_PS3_EXTRADRIVERDATA,3
bi_buf,3
readfrommixer,3
Dry,3
Suraparaju,3
pKeyReduce,3
\adler1,\,3
FMOD_INIT_ENABLE_PROFILE,3
\cloned,\,3
`platform',3
FMOD_OPENSTATE_SEEKING,3
function;,3
btUnionFind,3
DISABLED,3
(always,3
Pick,3
FMOD_CREATESOUNDEXINFO::decodebuffersize,3
right/side,3
[index],3
effect.<br>,3
KFbxSelectionSet,3
System::getOutputHandle,3
stretching,3
FMOD_TAGTYPE,3
FT_F2Dot14,3
skybox,3
Geometry::getPolygonVertex,3
SMPTE,3
<bartek.wolowiec@gmail.com>,3
Stride,3
@FT_Attach_Stream,3
tabsize,3
\CreationFunctions,\,3
\GUI,\,3
Crop,3
duplication,3
/-,3
compliant,3
D1,3
\clone,\,3
FTP,3
\(0,1,0)\,3
<typenr>,3
.node,3
created/loaded,3
opt,3
mono/stereo/quad/surround/5.1,3
Generally,3
\importance),\,3
u),3
/users,3
[-ry;,3
float[N][N],3
Q15,3
w.r.t,3
10.2,3
BP,3
ONCE,3
Destruction,3
frame_rate,3
mFlags,3
Caller,3
\other_,\,3
KFbxLayerElementTemplate::mDirectArray,3
asyncronously,3
DSP's,3
GetVertexCrease(),3
\fSin,\,3
pStart+pTimeSpanOffset,3
avcodec_decode_audio3,3
-Z,3
multiProxy;,3
1.x,3
FMOD_WII_INFO,3
cross(d,3
width/height,3
\"\Dry\,3
Workaround,3
&info),3
\down,\,3
eCharacterInputCharacter,3
@FT_Done_FreeType,3
m1[1][0],3
enumerating,3
pElement,3
body0->m_collisionFlags,3
[row,3
Shouldn't,3
pNewMesh,3
M0,3
Contacts,3
1951,3
@FT_Get_Glyph_Name,3
initialising,3
'pcmseekcallback',3
\rectangle,\,3
m2[1][0],3
duller,3
fFontSize,3
/in,3
receiver,3
buffer_length,3
re-computed,3
Client),3
Encrypts,3
EVENT_INFOONLY,3
upscaling,3
lagged,3
gzbuffer(),3
\crc2,\,3
Flatness,3
instances)),3
node1,3
pLR,3
/removeCollisionObject,3
function),3
waking,3
coloured,3
vendor_string,3
5000.0/,3
\epsilon,\,3
ePreDefinedAxisSystem,3
cmp,3
nnz,3
parameters:,3
formed,3
FMOD_2D,3
Milan,3
path/filename,3
proportional,3
FMOD_OUTPUTTYPE_NOSOUND,3
\swap"\\,3
FMOD_SOUND_TYPE,3
Shift,3
particularly,3
\dot(perp,\,3
Limit,3
equivalence,3
\closed,\,3
shapeB,3
TT_CONFIG_OPTION_BYTECODE_INTERPRETER,3
morph,3
zPass));,3
GXTextureMagFilterMode,3
Macroblock,3
underscores,3
playlists,3
mail,3
40.0,3
r1x*iA+r2x*iB],3
occurring,3
LCID,3
Geometry::setPolygonVertex,3
createSound,3
FastTracker,3
`Windows,3
(>2),3
FSRef,3
SINGLE_THREADED,3
\FMOD_LOOP_OFF,\,3
fitting,3
\reached,\,3
\@4.4k,\,3
stroked,3
DLLs,3
unaware,3
IsValidBindPose(),3
Diffusion,3
pLockMode,3
2x1,3
COS(3.0,3
(IN),3
xx,3
averaged,3
demuxers),3
(upper,3
SetAspect(),3
malloc,3
GL_UNSIGNED_BYTE,3
stream's,3
\bonesName_[i],\,3
ARGB,3
v^T,3
Unwanted,3
anywhere,3
edits,3
Winamp,3
\description,\,3
clip_triangle(,3
f0,3
four-letter,3
decibels,3
Prints,3
eINHERIT_RrSs,3
pCache,3
Y0,3
interpreter),3
DEBUG_CONTACTS,3
Combining,3
0x08,3
GL_LINEAR,3
\GPOS,\,3
'getInfo2',3
SEEK_END,3
PreUpdate,3
animation's,3
persistent),3
GL_ARB_texture_env_combine,3
AVI,3
KFCURVE_INTERPOLATION_CONSTANT,3
shuffle,3
0.03,3
Logic,3
Whose,3
<Const>,3
\v2,\,3
pEnabled,3
\Sometimes,\,3
vp6,3
sizeof(double),3
\setReverbProperties,\,3
*pvTo,3
platform/console,3
RETURN_TYPE,3
leftover,3
/thanks,3
32000,3
Lev,3
interlacing,3
r2_skew,3
truncate,3
0.25,3
Speakermode,3
\WAV,\,3
ID3v1,3
display/transmit,3
(0.5,3
SoundGroup::getMaxAudible,3
Octave,3
reference-face,3
3.5,3
lifetime,3
\issued,\,3
amplitude,3
\18,\,3
*filter_);,3
thickness,3
import/export,3
console,3
Message,3
MIDI/MOD/S3M/XM/IT,3
`outside',3
encounter,3
t/s),3
linker,3
Tries,3
\Channel::getPosition,\,3
FMOD_DSP_TYPE_OSCILLATOR,3
dashboard,3
@FT_Bitmap,3
-G,3
\task,\,3
\PS3,\,3
0-32,3
@FTC_SBitCache_Lookup,3
Geometry::addPolygon,3
amplifying,3
single-pole,3
approximations,3
\FFT,\,3
treating,3
#2,3
\degree,\,3
Coded,3
couple,3
FMOD_ERR_MEMORY,3
pages,3
\Samples,\,3
Adding,3
WASAPI,3
<b>Warning!</b>,3
FMOD_DSP_TREMOLO_SKEW,3
\trak,\,3
'camera',3
Manipulating,3
\convention,\,3
Api,3
KFbxMesh::GetPolygonSize(pPolygonIndex),3
.pvr,3
evaluating,3
\statement,\,3
architecture,3
Tremolo,3
normalizer,3
Broadphase,3
Existing,3
PFR-specific,3
M1*(M0*V),3
data.,3
Filters,3
accessable,3
probes,3
<b>Xbox,3
Encoder,3
iterator's,3
<winnt.h>,3
System::init),3
FMOD_TIMEUNIT_SENTENCE,3
m_dampingLimAng),3
Be,3
RmLF,3
(XYZ,3
\tolerance,\,3
`line,3
strong,3
ZYX,3
KFbxAnimCurve*,3
non-const,3
\g,\,3
(helps,3
*name,3
Sound::getUserData,3
BlendFunc,3
operator>>,3
\srcFactor,\,3
\http://www.dspdimension.com,\,3
he,3
\resolved,\,3
-Cdot(1:2),3
'in,3
*filter_),3
g3,3
\(type,\,3
rst,3
nearly,3
\2bits,\,3
(KFbxNode),3
sub-step,3
av_find_stream_info(),3
\"\memory"\);\,3
<sys/types.h>,3
OpenType/CFF,3
streams',3
Plot,3
kilograms,3
GetUVs(),3
setposition,3
KFbxEventPopulateSystemLibrary,3
DecayTime,3
busy,3
strerror,3
type/PSVI,3
\System::getDSPHead),\,3
skipindex,3
pEndIndex,3
\2000hz,\,3
FMOD_INIT_VOL0_BECOMES_VIRTUAL,3
videos,3
1/framerate,3
\kern,\,3
gzip-wrapped,3
METHOD_ARGS,3
FMOD_SOUND_FORMAT_NONE,3
(M1*M0)*V,3
IL_NO_JPG,3
visit,3
String(directory_),3
(Version,3
btConvexSeparatingDistanceUtil,3
Specialised,3
ragdoll,3
FMOD_MEMORY_REALLOCCALLBACK,3
double*,3
stepsize,3
btTranslationalLimitMotor,3
filter),3
\line,\,3
edit,3
System::release,3
\exception,\,3
@FT_Parameter,3
mixture,3
prebuffer,3
module_management,3
0x10,3
KArrayTemplate,3
OneMinusSrcAlpha,3
profiles,3
\bsln,\,3
pUnit,3
GREAL,3
Grants,3
Geometry::setPosition,3
#xA,3
joining,3
55,3
\getMemoryInfo,\,3
downmixing,3
bonesName_.length(),3
\management,\,3
(compression,3
damping;,3
Nullsoft,3
precede,3
node0,3
organization,3
KFbxWriter,3
\39,\,3
\"\music"\\,3
Manages,3
\.face,\,3
blends,3
\.FSB/.DLS/.SF2,\,3
uint8/uint16/uint32/float,3
only)/PSP),3
\28,\,3
TIXML_ENCODING_UTF8,3
Blob,3
key),3
USE_SSE3_LDDQU,3
FMOD_INIT_3D_RIGHTHANDED,3
median,3
steps,3
pOutSrc,3
pChnlName,3
CLASS,3
Computation,3
DPL2,3
XPhysicalAlloc.),3
unmodified,3
instantiated,3
\FMOD_TIMEUNIT_SENTENCE_PCMBYTES,\,3
day,3
wavedata/spectrum,3
16k,3
\A^T*B,\,3
Translate,3
\info_,\,3
myOption,3
dstFactor));,3
Connecting,3
'surround,3
addCollisionPairToTask,3
linear-square,3
SKIP_COUNTER,3
1.0),3
\(1,1)\,3
\mA+r1x^2*iA+mB+r2x^2*iB,\,3
<b><u>This,3
Without,3
[X,3
aabbMax,3
muxers,3
r2_skew],3
#6,3
Inverts,3
QDM2,3
leg,3
77,3
resulted,3
resampled,3
selecting,3
penetrations,3
boost,3
predict,3
num_coords,3
origin[3],3
sub-libraries,3
disk),3
\sum,\,3
KError,3
pStop+pTimeSpanOffset,3
\element,or\,3
GraphicsCaps,3
\flushing,\,3
Struct,3
tapers,3
Handler,3
v7.x,3
refs,3
alreadyInSimple,3
this.handle);,3
A.q',3
Bullet's,3
>();,3
element's,3
ArrayWrite,3
emboldened,3
\Vita,\,3
__asm,3
memcpy),3
m2,3
louder,3
eNO_SNAP,3
FT_UInt,3
n-d,3
(newTime),3
\cross(wA,\,3
gzclose(),3
upload,3
-r1y*iA-r2y*iB],3
3DS/Wii,3
blocked,3
\Vector3::ZERO,\,3
AVSEEK_FLAG_ANY,3
head),3
-1..6;,3
subblocks,3
\adler2,\,3
Unregister,3
frequencies),3
involving,3
Unless,3
29720,3
\top-to-bottom,\,3
xf,3
modulating,3
\0->1,\,3
KEY_TYPE,3
GraphicsUpdate.StencilOp;,3
alleviate,3
\limiting,\,3
\bitfields,\,3
@FT_OpenType_Validate,3
vaapi_render_state,3
surrounding,3
pReplaceNonAlphaNum,3
MOD/S3M/XM/IT/MIDI,3
IOSN_IMPORT,3
btCompoundShape,3
wideband),3
btPersistentManifold,3
mem,3
\all,\,3
heightfield's,3
<baptiste.coudurier@free.fr>,3
(internal),3
KFbxGlobalSettings,3
floatInVec_h,3
----------------------------------,3
etc..,3
50.0,3
3.6.1,3
happily,3
image_row_pitch,3
(internal,3
pDestroyOldCurve,3
uchar,3
(due,3
event's,3
FT_LOAD_DEFAULT,3
avoided,3
pfn_notify,3
SEQUENTIAL_SETUP,3
remedy,3
@FT_Activate_Size,3
\AAC,\,3
pDistance,3
440mhz,3
FMOD_AUDIOQUEUE_EXTRACODECDATA,3
maxXMAcodecs,3
HRTF's,3
\sw,\,3
class;,3
\Else,\,3
Signs,3
ACELP-based,3
YAxis,3
throughout,3
enclosing,3
Clockwise,3
\meaningless,\,3
quietest,3
starts:,3
'sample',3
Make-up,3
\FMOD_SOUND_FORMAT_PCM8,\,3
ios,3
dA),3
see:KFbxSystemUnit::KFbxUnitConversionOptions,3
TCP/IP,3
grab,3
\pNode->SetRotationPivot(KFbxNode::eDESTINATION_SET,\,3
callback->processOverlap(pair);,3
\-r1y*iA-r2y*iB,\,3
LADSPA,3
TiXmlElement,3
Bartlomiej,3
Moves,3
\(fail,\,3
\ax2,\,3
speeding,3
iCol+N*iRow,3
TextureState,3
\spheres,\,3
(positive,3
pPath,3
`outline',3
scaling),3
Quantizer,3
FMOD_64BIT_ADD,3
btRotationalLimitMotor,3
a[x][0]*b[0][y]+a[x][1]*b[1][y]+a[x][2]*b[2][y]+a[x][3]*b[3][y];,3
KFbxLine,3
Hardware,3
APIS,3
extrema,3
inv,3
\System::getNumPlugins,\,3
GetBinormals(),3
pVisible,3
Encryption,3
...as,3
Overridable,3
/by,3
Reset(),3
4.1,3
FMOD_REVERB_CHANNELFLAGS_ENVIRONMENT3,3
\getReverbProperties,\,3
FT_IMAGE_TAG,3
sine/square/saw/triangle,3
.wav,3
docHandle.FirstChild(,3
sound.<br>,3
compiler's,3
multi-subsound,3
\BBC,\,3
16bits,3
possible),3
\m2[2][0],\,3
dequantize,3
Discard,3
\failed,\,3
speaking,3
u*axe1[i1],3
fbxEnum,3
FT_WinFNT_ID_OEM,3
low-frequencies,3
'bytesread',3
flanging,3
LCD-optimized,3
4k,3
m1[0][0],3
rfZAngle,3
pCheckValueEquality,3
FMOD_SPEAKER,3
anti,3
\generated,\,3
(both,3
arrayCount,3
face;,3
btDiscreteDynamicsWorld,3
mismatches,3
m2[1][2],3
VST,3
NURBS/Patch,3
name-clash,3
\8000hz,\,3
Strictly,3
Gems,3
lowered,3
CCITT,3
(512,3
10th,3
mod/s3m/xm/it/midi,3
\edges,\,3
FMOD_OUTPUT_DESCRIPTION,3
cfm,3
uint64_t,3
\completion,\,3
onStop,3
numchannels,3
\`opened',\,3
edge1,3
.FSB/.DLS/.SF2,3
System::playDSP,3
IL_NO_TIF,3
examine,3
OEM,3
Bazin,3
Sound::get3DCustomRolloff,3
'Hardware,3
off',3
m2[0][1],3
pFileCount,3
\8bits,\,3
(may,3
inch,3
formula:,3
vmVector3,3
pFBX_TYPE_Class,3
fmodps3.h,3
referring,3
whooshing,3
phrase,3
pSpan,3
description's,3
GLU,3
concats,3
45,3
@FTC_ScalerRec,3
onPause,3
aglyph,3
pCompoundProperty,3
sooner,3
pivotAInW,3
rfXAngle,3
c3,3
anti-aliasing,3
assert:,3
collections,3
deflateBound(),3
dequantization,3
_VECTORMATH_PERM_YAXX,3
KFbxLayerElementCrease,3
*m),3
i4x4,3
ATRAC9,3
g0,3
TT_VertHeader,3
\"\shrink"\\,3
leafnodes,3
Pierre,3
\defaultfrequency,\,3
\broadphase,\,3
GetPolygonGroups(),3
kLibHandle,3
Channel::set3DAttributes,3
(rt,3
wave),3
res2,3
Inline's,3
BT_DEBUG_MEMORY_ALLOCATIONS,3
Filtered,3
unsorted,3
\satisfied,\,3
FMOD_OUTPUT_STATE,3
triangleIndex,3
PCM),3
KFCurve::KeyInsert(),3
eSEQUENCED_DETAILS,3
Intensity,3
63,3
abc,3
\][2].v/4096.0f,\,3
FT_List,3
(usually,3
KFbxIOPluginRegistry,3
Penetration,3
ModulationDepth,3
validation_flags,3
'dlsname',3
System::close,3
call:,3
socket-related,3
specialisation,3
steal,3
clipped_count;,3
ima*dt,3
playbacks,3
Geometry::setRotation,3
FMOD_LOWMEM,3
\decay,\,3
\Sound::setMode,\,3
label),3
Z_DEFLATED,3
activeEntities[i]->start();,3
(f2(3),3
(T3)pSrc;,3
FMOD::Debug_SetLevel,3
FMOD_OPENRAW),3
Speaker,3
\allocated,\,3
(full,3
\Level"\\,3
FMOD::Debug_GetLevel,3
unloading,3
<memory.h>,3
\Windows,\,3
X2,3
PVRT_FIXED_POINT_ENABLE,3
_VECTORMATH_PERM_XZBX,3
\edx:range,\,3
Povalahev,3
GIM_TRIANGLE_CONTACT_DATA,3
\printf("\numHandles\,3
\1.,1.,1\,3
IsA,3
System::getSpectrum,3
(0.14128,3
Texture2DBase,3
\characters,\,3
pEntryDestinationName,3
locking,3
(top,3
!Retrieve,3
pDst[2],3
largely,3
\dynamic,\,3
3000,3
tiled,3
EndGetMeshEdgeVertices,3
EType,3
FMOD_MIDI_EXTRACODECDATA,3
GL_SHORT,3
127.0,3
//return,3
logic,3
MPlayer,3
parentheses,3
if(alpha==AO_NONE),3
16000,3
extruded,3
\construction,\,3
