File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::VisualEffectInfo::getNumBonesPerVertex() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::VisualEffectInfo::getAttributesBlock() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::VisualEffectInfo::getUniformsBlock() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::VisualEffectInfo::getNumTextureInfoIndices() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::VisualEffectInfo::getTextureInfoIndex(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::VisualEffectInfo::read(InputStream &is),11,9,9,0,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::VisualEffectInfo::write(OutputStream &os) const,11,9,9,0,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Node::Node(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Node::~Node(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Node::getName() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Node::getParentIdx() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Node::getUserData() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Node::getPosition() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Node::getRotation() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Node::getScale() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Node::getLocalTransform(Matrix4 &m) const,7,6,6,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Node::read(InputStream &is),8,7,7,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Node::write(OutputStream &os) const,8,7,7,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Bone::Bone(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Bone::~Bone(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Bone::getTBindGlobalTransform(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Bone::getTBindGlobalTransformInv(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Bone::getT0GlobalTransform(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Bone::getT0GlobalTransformInv(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Bone::read(InputStream &is),7,6,6,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Bone::write(OutputStream &os) const,7,6,6,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Mesh::Mesh(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Mesh::~Mesh(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Mesh::getName() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Mesh::getAttachedNodeIdx() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Mesh::getUserData() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Mesh::getNumGlobalBoneIndices() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Mesh::getGlobalBoneIndex(int i),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Mesh::getNumPatches() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Mesh::getPatch(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Mesh::read(InputStream &is),10,8,8,0,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Mesh::write(OutputStream &os) const,10,8,8,0,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::Data(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::~Data(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::getNumTextureInfos() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::getTextureInfo(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::getNumVisualEffectInfos() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::getVisualEffectInfo(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::getNumBones() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::getBone(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::getBones() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::getNumMeshes() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::getMesh(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::getDuration() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::getFPS() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::getNumBoneAnimations() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::getBoneAnimation(int boneIdx_) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::getBoneName(int boneIdx_) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::getBoneIndex(const char *name_) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::getBoneParentIndex(int boneIdx_) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,"SkeletalAnimModel::Data::getVector10(int boneIdx_, float time, Vector10 &v_) const",2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::read(InputStream &is),17,12,12,0,5,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Data::write(OutputStream &os) const,17,12,12,0,5,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::Resource(const char *path_),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::~Resource(),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::getNumTextureInfos() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::getTextureInfo(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::getNumVisualEffectInfos() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::getVisualEffectInfo(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::getNumBones() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::getBone(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::getBones() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::getNumMeshes() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::getMesh(int i) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::getDuration() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::getFPS() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::getNumBoneAnimations() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::getBoneAnimation(int boneIdx_) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::getBoneName(int boneIdx_) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::getBoneIndex(const char *name_) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::getBoneParentIndex(int boneIdx_) const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,"SkeletalAnimModel::Resource::getVector10(int boneIdx_, float time, Vector10 &v_) const",2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::onCreate(int length_),4,3,3,1,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::onLoaded(),6,4,4,0,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::Resource::onDestroy(),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::ResourceImporter::ResourceImporter(const char *name),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::ResourceImporter::~ResourceImporter(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::ResourceImporter::initiate(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::ResourceImporter::terminate(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,"SkeletalAnimModel::ResourceImporter::onExportFile(const char *srcFilename_, const char *dstFilename_)",5,3,3,1,1,0,1,2,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::ResourceImporter::onDeleteFile(const char *srcFilename_),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::SkeletalAnimModel(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::~SkeletalAnimModel(),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::construct(const char *path_),16,11,10,3,4,0,1,8,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::destruct(),6,6,4,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::getNumTextureInfos() const,5,5,3,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::getTextureInfo(int i) const,5,5,3,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::getNumVisualEffectInfos() const,5,5,3,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::getVisualEffectInfo(int i) const,5,5,3,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::getNumBones() const,5,5,3,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::getBone(int i) const,5,5,3,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::getBones() const,5,5,3,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::getNumMeshes() const,5,5,3,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::getMesh(int i) const,5,5,3,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::getDuration() const,5,5,3,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::getFPS() const,5,5,3,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::getNumBoneAnimations() const,5,5,3,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::getBoneAnimation(int boneIdx_) const,5,5,3,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::getBoneName(int boneIdx_) const,5,5,3,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::getBoneIndex(const char *name_) const,5,5,3,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,SkeletalAnimModel::getBoneParentIndex(int boneIdx_) const,5,5,3,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.cpp,"SkeletalAnimModel::getVector10(int boneIdx_, float time, Vector10 &v_) const",3,3,2,2,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,SkeletalAnimModelComponent::SkeletalAnimModelComponent(Component::Owner &owner),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,SkeletalAnimModelComponent::~SkeletalAnimModelComponent(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,SkeletalAnimModelComponent::getSkeletalAnimModel() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,SkeletalAnimModelComponent::setAnimation(SkeletalAnimBase *animation_),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,SkeletalAnimModelComponent::getAnimation() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,SkeletalAnimModelComponent::getNumTextures() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,"SkeletalAnimModelComponent::setTexture(int i, TextureBase *texture_)",2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,SkeletalAnimModelComponent::getTexture(int i),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,SkeletalAnimModelComponent::getNumVisualEffects() const,2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,"SkeletalAnimModelComponent::setVisualEffect(int i, VisualEffect *visualEffect_)",3,3,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,SkeletalAnimModelComponent::getVisualEffect(int i),5,5,3,3,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,SkeletalAnimModelComponent::constructDefaultConfig(const char *path_),50,37,28,10,12,0,1,8,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,SkeletalAnimModelComponent::onConstruct(),2,2,2,1,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,SkeletalAnimModelComponent::onStart(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,SkeletalAnimModelComponent::onUpdate(float dt),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,SkeletalAnimModelComponent::onPause(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,SkeletalAnimModelComponent::onResume(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,SkeletalAnimModelComponent::onStop(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,SkeletalAnimModelComponent::onDestruct(),26,24,14,5,2,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.cpp,SkeletalAnimModelComponent::onDebugRender(IComponentDebugRenderer &debugRenderer),2,1,1,0,1,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelRenderer.cpp,SkeletalAnimModelRenderer::SkeletalAnimModelRenderer(Component::Owner &owner_),15,10,8,1,4,0,1,1,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelRenderer.cpp,SkeletalAnimModelRenderer::~SkeletalAnimModelRenderer(),1,1,1,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelRenderer.cpp,SkeletalAnimModelRenderer::add(SkeletalAnimModelComponent &skeletalAnimModelComponent),2,2,2,0,0,0,0,0,
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelRenderer.cpp,SkeletalAnimModelRenderer::remove(SkeletalAnimModelComponent &skeletalAnimModelComponent),6,6,4,1,0,0,0,0,
